,"National Assessment and Accreditation Council, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colleges accredited by NAAC having valid accreditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sr. No.,Name of the College,State,CGPA,Grade,Accreditation valid up to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5518,"INDIRA PRIYADARSHINI GOVERNMENT DEGREE COLLEGE FOR WOMEN,HASHIM BHAVAN, BEHIND BOARD OF INTERMEDIATE EDUCATION, NAMPALLY.,Hyderabad,Telangana,500001 (Third Cycle)",Telangana,3.12,A,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5519,"GOVERNMENT DEGREE COLLEGE, KORATLA,YESUKONI GUTTA,
 KORATLA - 505 326,
 DIST. JAGITIAL,KORATLA,Telangana,505326 (Second Cycle)",Telangana,2.22,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5520,"GOVERNMENT DEGREE COLLEGE,SHANTHI NAGAR,ADILABAD,ADILABAD,Telangana,504001 (Third Cycle)",Telangana,2.17,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5521,"JYOTHISHMATHI INSTITUTE OF TECHNOLOGY  AND SCIENCE,NUSTULAPUR
 KARIMNAGAR,KARIMNAGAR,Telangana,505481 (First Cycle)",Telangana,3.08,A,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5522,"GOVERNMENT DEGREE COLLEGE, JAMMIKUNTA,Veenavanka Road 
 Jammikunta,Jammikunta,Telangana,505122 (Third Cycle)",Telangana,2.36,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5523,"S.K.N.R GOVERNMENT ARTS AND SCIENCE COLLEGE JAGTIAL,S.K.N.R.GOVT ARTS AND SCIENCE COLLEGE, JAGITIAL  ,JAGITIAL(DIST), TELANGANA ,505327,Jagtial,Telangana,505327 (Third Cycle)",Telangana,2.24,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5524,"NEW GOVT. DEGREE COLLEGE FOR WOMEN,GOLCONDA,Risala Bazar, Golconda, Hyderabad, Telangana.,Hyderabad,Telangana,500008 (First Cycle)",Telangana,1.84,C,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5525,"GOVT.DEGREE COLLEGE, PATANCHERU,H.No.5-18/2, MG Road, Patancheru. Beside Police Station.,PATANCHERU,Telangana,502319 (First Cycle)",Telangana,2.13,B,30-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5526,"MALLA REDDY INSTITUTE OF ENGINEERING AND TECHNOLOGY,Maisammaguda, Dhulapally, Medchal-Malkajgiri Dist-500014,SECUNDERABAD,Telangana,500014 (First Cycle)",Telangana,3.09,A,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5527,"VARDHAMAN COLLEGE OF ENGINEERING,Kacharam, Shamshabad,HYDERABAD,Telangana,501218 (Second Cycle)",Telangana,3.58,A++,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5528,"ST. JOSEPH'S DEGREE AND PG COLLEGE (AUTONOMOUS),St. Josephs Degree and PG College
 5-9-1106
 King Koti Road
 Basheerbagh
 Hyderabad,HYDERABAD,Telangana,500029 (Third Cycle)",Telangana,2.86,B++,15-03-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5529,"GOVERNMENT DEGREE COLLEGE,PEDDAPALLI,GOVERNMENT DEGREE COLLEGE 
 PEDDAKALVALA
 PEDDAPALLI,PEDDAPALLI,Telangana,505174 (Third Cycle)",Telangana,1.95,C,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5530,"NEHRU MEMORIAL GOVERNMENT DEGREE COLLEGE,NEAR JOGINATH TEMPLE
 JOGIPET
 SANGAREDDY DIST
 TELANGANA
 502270,JOGIPET,Telangana,502270 (Third Cycle)",Telangana,1.78,C,16-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5531,"A .V. COLLEGE OF ARTS, SCIENCE AND COMMERCE,GAGANMAHAL, DOMALAGUDA,Hyderabad,Telangana,500029 (Third Cycle)",Telangana,2.78,B++,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5532,"GOVERNMENT DEGREE COLLEGE YELLAREDDY,KAMAREDDY ROAD, 
 YELLAREDDY - 503122,
 KAMAREDDY DIST,
 TELANGANA STATE.,YELLAREDDY,Telangana,503122 (First Cycle)",Telangana,2.12,B,09-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5533,"NAGARJUNA GOVERNMENT COLLEGE,Near NTR Statue, Hyderabad main Road, Nalgonda,,Nalgonda,Telangana,508001 (Third Cycle)",Telangana,2.19,B,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5534,"GOVERNMENT DEGREE COLLEGE GAJWEL,Boys Education Hub,
 Sangapur Road,
 Gajwel, Siddipet District,Gajwel,Telangana,502278 (Third Cycle)",Telangana,2.61,B+,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5535,"GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,BESIDE MOINABAD POLICE STATION, CHILKUR(V),MOINABAD(M), R R Dist.,HYDERABAD,Telangana,501504 (First Cycle)",Telangana,2.72,B+,30-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5536,"GOVERNMENT DEGREE COLLEGE BODHAN,Rakasipet,
 Bodhan(V,M)
 Nizamabad Dist,
 Telangana State
 Pin Code-503185,Bodhan,Telangana,503185 (Third Cycle)",Telangana,2.36,B,23-08-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5537,"SCIENT INSTITUTE OF TECHNOLOGY,SURVERY NO 324, 326, IBRAHIMPATNAM RANGAREDDY Dist,IBRAHIMPATNAM,Telangana,501506 (First Cycle)",Telangana,2.81,B++,19-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5538,"SREE DATTHA INSTITUTE OF PHARMACY,Sheriguda(V), Ibrahimpatnam(M), Nagarjuna Sagar Road, R R Dist,Hyderabad,Telangana,501510 (First Cycle)",Telangana,2.15,B,19-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5539,"MILITARY COLLEGE OF ELECTRONICS & MECHANICAL ENGINEERING,SECUNDERABAD,Military Collage of Electronics and Mechanical Engineering,
 Trimulgherry PO
 Secunderabad,Secunderabad,Telangana,500015 (First Cycle)",Telangana,3.01,A,27-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5540,"GOVT. DEGREE COLLEGE ,CHENNOOR,Opp SBI Kistampet Branch
 Vill Kistamepet
 Mandal Chennoor,CHENNOOR,Telangana,504201 (First Cycle)",Telangana,1.9,C,27-09-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5541,"GOVERNMENT DEGREE COLLEGE MORTHAD,H NO. 17-45/2, SC BC COLONY, NEAR MPDO AND MRO OFFICE, ADJACENT TO  GOVT JR COLLEGE, MANDAL AND VILLAGE MORTHAD, DISTRICT NIZAMABAD, 503225,MORTHAD  DISTRICT NIZAMABAD,Telangana,503225 (First Cycle)",Telangana,2.17,B,04-10-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5542,"SREYAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,SY.NO.107, 9-39, TATTIANNARAM(V), G.S.I, BANDLAGUDA, NAGOLE, HYDERABAD.,Hyderabad,Telangana,500068 (Re-assessment,First Cycle)",Telangana,3.11,A,19-10-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5543,"GOVERNMENT DEGREE COLLEGE FOR WOMEN, WANAPARTHY,NANDI HILLS
 NEW GUNJ ROAD
 WANAPARTHY - 509103
 TELANGANA STATE,Wanaparthy,Telangana,509103 (Third Cycle)",Telangana,2.25,B,02-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5544,"GOVERNMENT. DEGREE COLLEGE, DHARPALLY, NIZAMABAD,Government Degree College, 
 Dharpally (Villagae and Mandal),NIZAMABAD,Telangana,503165 (First Cycle)",Telangana,2.41,B,02-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5545,"GOPAL RAO PATEL GOVERNMENT DEGREE COLLEGE, BHAINSA,PARDI B ROAD
 NEAR BORRA GANESH TEMPLE
 BHAINSA - 504103- Nirmal Dist.,BHAINSA,Telangana,504103 (First Cycle)",Telangana,2.22,B,02-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5546,"GOVERNMENT  DEGREE COLLEGE , KOLLAPUR,Govt. Degree College,
 Sri Venkateshwara Colony, Waridyala,
 Kollapur - 509102,
 Nagarkurnool Dist.
 Telangana State.,KOLLAPUR,Telangana,509102 (First Cycle)",Telangana,1.71,C,02-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5547,"SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,Khalsa Ibrahimpatnam, Sheriguda (Village), Ibrahimpatnam (Mandal), Ranagareddy Dist.,Hyderabad,Telangana,501510 (First Cycle)",Telangana,3.38,A+,15-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5548,"GOVERNMENT DEGREE COLLEGE ZAHEERABAD,Beside Bagareddy Stadium,MRO office lane ,Zaheerabad,ZAHEERABAD,Telangana,502220 (Second Cycle)",Telangana,2.65,B+,05-12-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5549,"MALLA REDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,Maisammaguda, Dhulapally, Secunderabad - 500100,HYDERABAD,Telangana,500100 (Second Cycle)",Telangana,3.09,A,05-12-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5550,"GOVERNMENT DEGREE COLLEGE,BELLAMPALLY,NEAR YELLAMMA TEMPLE, THALLAGURIJALA ROAD, BELLAMPALLY, DIST. MANCHERIAL. 504251,BELLAMPALLY,Telangana,504251 (First Cycle)",Telangana,2.2,B,13-12-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5551,"GOVERNMENT DEGREE COLLEGE,Government Degree College,
 Sri Vidya Nagar,
 Narasingaipally,
 Hyderabad Road,
 Wanaparthy-509103,
 Wanaparthy-Dist.,WANAPARTHY,Telangana,509103 (Third Cycle)",Telangana,2.77,B++,27-12-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5552,"GOVERNMENT DEGREE COLLEGE FOR WOMEN GAJWEL,Womens Educational Hub, Sangapoor Road,Gajwel,Telangana,502278 (First Cycle)",Telangana,2.37,B,27-12-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5553,"GOVERNMENT  DEGREE COLLEGE ALAIR,YADADRI BHONGIR-DIST.TELANGANA,GOVERNMENT DEGREE COLLEGE, ALAIR
 YADADRI BHUVANAGIRI DISTRICT, TELANGANA,ALAIR,Telangana,508101 (First Cycle)",Telangana,2.58,B+,29-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5554,"GOVERNMENT DEGREE COLLEGE,Opposite To shirdi sai Temple, Mulugu, Mulugu District,MULUGU,Telangana,506343 (Third Cycle)",Telangana,2.24,B,29-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5555,"GOVT. DEGREE COLLEGE, GODAVARIKHANI.,H.NO.6-1-83/157
 SHARADA NAGAR
 GODAVARIKHANI
 PEDDAPALLI (District),GODAVARIKHANI,Telangana,505209 (Third Cycle)",Telangana,2.08,B,29-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5556,"SIVA SIVANI INSTITUTE OF MANAGEMENT,NH-44, Ruby Block, Kompally,Secunderabad,Telangana,500100 (Second Cycle)",Telangana,2.58,B+,29-11-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5557,"BHAVAN'S VIVEKANANDA COLLEGE OF SCIENCE,HUMANITIES AND COMMERCE,Bhavans Vivekananda College of Science, Humanities and Commerce,
 Sainikpuri,Secunderabad,Telangana,500094 (Second Cycle)",Telangana,3.16,A,10-01-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5558,"KHAMMAM INSTITUTE OF TECHNOLOGY  AND SCIENCES,KHAMMAM to HYDERABAD ROAD
 PONNEKAL VILLAGE, KHAMMAM RURAL,
 KHAMMAM (DIST) TELANGANA - 507170,KHAMMAM,Telangana,507170 (First Cycle)",Telangana,2.14,B,10-01-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5559,"JNTUH COLLEGE OF ENGINEERING,NACHUPALLY VILLAGE
 (KONDAGATTU), KODIMIAL MANDAL,
 JAGTIAL DIST.,JAGTIAL,Telangana,505501 (First Cycle)",Telangana,3.29,A+,24-01-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5560,"SRI LAKSHMI NARASIMHA SWAMY COLLEGE, BHONGIR,SRI LAKSHMI NARASIMHA SWAMY COLLEGE
 1-5-10, 1-5-11
 PENTAJI NAGAR, BHONGIR
 YADADRI BHONGIR,Bhongir,Telangana,508116 (Second Cycle)",Telangana,2.27,B,14-02-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5561,"MALLA REDDY INSTITUTE OF TECHNOLOGY  AND SCIENCE,Malla Reddy Institute of Technology and Science, Maisammaguda,Dhulapally,Secunderabad-500100,SECUNDERABAD,Telangana,500100 (Re-assessment, First Cycle)",Telangana,3.03,A,27-02-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5562,"KOMMURI PRATAP REDDY INSTITUTE OF TECHNOLOGY,SURVEY NO. 1140, NEAR NTPC POWER GRID, GHANPUR VILLAGE, GHATKESAR MANDAL, MEDCHAL DISTRICT - 500 088,Hyderabad,Telangana,500088 (First Cycle)",Telangana,3.19,A,21-02-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5563,"MALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MALLA REDDY ENGINEERING COLLEGE 
 MAISAMMAGUDA - VILLAGE
 VIA- KOMPALLY
 MEDCHAL-MALKAJGIRI,Secunderabad,Telangana,500100 (Third Cycle)",Telangana,3.52,A++,07-03-2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5564,"AVN INSTITUTE OF ENGINEERING AND TECHNOLOGY,AVN INSTITUTE OF ENGINEERING AND TECHNOLOGY,KOHEDA ROAD,PATELGUDA(V),IBRAHIMPATNAM(M),RANGAREDDY(D).,HYDERABAD,Telangana,501510 (First Cycle, Re-assessment)",Telangana,3.01,A,14-03-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5565,"GOVERNMENT DEGREE COLLEGE FOR WOMEN,Old Bus Stand
 Jagtial
 505327,JAGITIAL,Telangana,505327 (Second Cycle)",Telangana,2.78,B++,21-03-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5566,"MATRUSRI ENGINEERING COLLEGE,saidabad
 Opposite Madhanapet Market
 Hyderabad
 Telangana,Hyderabad,Telangana,500059 (First Cycle)",Telangana,3.3,A+,28-03-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5567,"MVS GOVERNMENT ARTS AND SCIENCE COLLEGE,CHRISTIAN PALLY
 MAHABUBNAGAR,Mahabubnagar,Telangana,509001 (Third Cycle)",Telangana,2.78,B++,04-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5568,"ANNAMACHARYA INSTITUTE OF TECHNOLOGY AND SCIENCES,PIGLIPUR, BATASINGARAM (POST) ABDULLAPURMET(M) RANGAREDDY DIST,Hyderabad,Telangana,501512 (Second Cycle)",Telangana,2.53,B+,04-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5569,"ELLENKI COLLEGE OF ENGINEERING AND TECHNOLOGY,PATELGUDA VILLAGE, AMEENPUR MANDAL, SANGAREDDY DIST.,HYDERABAD,Telangana,502319 (First Cycle)",Telangana,2.71,B+,04-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5570,"GOVERNMENT DEGREE COLLEGE FOR WOMEN,Government Degree College for Women- Gadwal,
 Towards Beerelly Road, Near PJP Main Canal, 
 Gadwal, Jogulamba Gadwal Dist-509125,GADWAL,Telangana,509125 (First Cycle)",Telangana,1.56,C,11-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5571,"GOVT DEGREE COLLEGE FOR WOMEN,Government Degree College For Women Sangareddy
 Opposite Ambedkar Sports Stadium,
 Uppar Bazar,,SANGAREDDY,Telangana,502001 (Third Cycle)",Telangana,2.88,B++,18-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5572,"GOVERNMENT DEGREE COLLEGE FOR WOMEN, NALGONDA,Government Degree College for Women,Ramagiri,
 Nalgonda,Nalgonda,Telangana,508001 (Third Cycle)",Telangana,3.03,A,18-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5573,"GOVERNMENT DEGREE COLLEGE, LUXETTIPET,Government Degree College, Luxettipet, Backside of CSI church,Luxettipet,Telangana,504215 (First Cycle)",Telangana,2.31,B,18-04-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5574,"GOVERNMENT DEGREE COLLEGE,Vallabhnagar, Mallampally Road, NARSAMPET
 Warangal District (Rural) 506132,NARSAMPET,Telangana,506132 (Third Cycle)",Telangana,3.14,A,02-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5575,"GOVERNMENT DEGREE COLLEGE, HUZURNAGAR,GOVERNAMENT DEGREE COLLEGE Dr. SARVEPALLY RADHAKRISHNAN TEACHER S COLONY HUZURNAGAR   SURYAPET DIST,HUZURNAGAR,Telangana,508204 (First Cycle)",Telangana,2.48,B,02-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5576,"GOVERNMENT DEGREE COLLEGE, ETURNAGARAM,Akulavari Ghanapuram, near ITDA Office, Eturnagaram Mulug District - 506165,Eturnagaram,Telangana,506165 (Second Cycle)",Telangana,2.86,B++,02-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5577,"SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,Nagarjuna Sagar Road, Sheriguda (V), Ibrahimpatnam (M), Rangareddy District,Hyderabad,Telangana,501510 (First Cycle, Re-assessment)",Telangana,3.3,A+,09-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5578,"GOVERNMENT DEGREE COLLEGE, SHANTHINAGAR,BEHIND POLICE STATION, SHANTHINAGAR
 WADDEPALLY MANDAL 
 JOGULAMBA GADWAL,SHANTHINAGAR,Telangana,509126 (First Cycle)",Telangana,1.81,C,23-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5579,"KRR GOVERNMENT ARTS AND SCIENCE COLLEGE,Huzurnagar Road
 Balaji Nagar,Kodad,Telangana,508206 (Third Cycle)",Telangana,2.85,B++,16-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5580,"GOVERNMENT DEGREE COLLEGE RAMANNAPET,Government Degree College,Ramannapet,
 Chityal to Ramannapet road
 Ramannapet,Yadadri Bhuvanagiri District
 Telangana state,Ramannapet,Telangana,508113 (Third Cycle)",Telangana,2.7,B+,16-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5581,"J. B. INSTITUTE OF ENGINEERING AND TECHNOLOGY, Bhaskar Nagar, Yenkapally(V),Moinabad (M) , RangaReddy District , Hyderabad , Telangana State 500075 (Third Cycle)",Telangana,3.23,A,23-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5582,"SRI INDU INSTITUTE OF PHARMACY,Sheriguda(V), Ibrahimpatnam (M), R.R. Dist,Hyderabad,Telangana,501510 (First Cycle)",Telangana,3.02,A,30-05-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5583,"VIGNAN INSTITUTE OF TECHNOLOGY AND SCIENCE, VIGNAN HILLS, NEAR RAMOJI FILM CITY, DESHKUMHI VILLAGE, POCHAMPALLY MANDAL, YADADRI BHUVANAGIRI DISTRICT, 
 Telangana,508284 (First Cycle)",Telangana,3.49,A+,06-06-2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
