,"National Assessment and Accreditation Council, Bengaluru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Colleges accredited by NAAC having valid accreditation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sr. No.,Name of the College,State,CGPA,Grade,Accreditation valid up to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,296,"Goreswar College, Baksa (Btad), Rangia – 781366 (Second Cycle)",Assam,2.24,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,297,"Gossaigaon College, Kokrajhar – 783360 (Second Cycle)",Assam,1.81,C,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,298,"Guwahati College, Kamrup Metro, 781021 (Second Cycle)",Assam,2.62,B,10-05-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,299,"Haji Anfor Ali College, Nagaon, Doboka – 782440 (Second Cycle)",Assam,2.41,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,300,"Hojai College, Nagaon, Hojai – 782435 (Second Cycle)",Assam,2.71,B,18-01-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,301,"Janata College, Serfanguri, Kokrajhar – 783346 (Second Cycle) ",Assam,2.42,B,24-05-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,302,"Jhanji Hemnath Sarma College, Sibsagar – 785683 (Second Cycle)",Assam,2.5,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,303,"Jnanadabhiram Borooah Law College, Chandmari, Guwahati – 781003 (First Cycle)",Assam,2.51,B,18-01-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,304,"K. R. B. Girl's College, Fatashil, P.O. Bharalumukh, Guwahati – 781009 (Second Cycle) ",Assam,2.28,B,13-09-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,305,"Kaliabor College, Kuwaritol, Nagaon – 782137 (Second Cycle)",Assam,3.03,A,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,306,"Kharupetia College, Darrang, P.O. Kharupetia, Mangaldoi – 784115 (Second Cycle)",Assam,2.3,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,307,"Khowang College, Khowang Ghat, Dibrugarh – 785676  (Second Cycle)",Assam,2.07,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,308,"Kokrajhar Government College, Kokrajhar – 783370 (Second Cycle)",Assam,2.23,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,309,"Lanka Mahavidyalaya, Rongmahal, Dist. Nagaon, Lanka – 782446  (Second Cycle)",Assam,2.62,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,310,"Madhab Choudhury  College, Barpeta, 781301 (Second Cycle)",Assam,2.51,B,10-05-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,311,"Margherita College, Dist. Tinsukia, 786181 (Second Cycle)",Assam,2.65,B,30-04-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,312,"Murkong Selek College, Dhemaji, Jonai – 787060 (Second Cycle)",Assam,1.91,C,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,313,"Nabajyoti College, Kalgachia, Barpeta – 781319 (Second Cycle) ",Assam,2.73,B,24-05-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,314,"Naharkatiya College, Naharkatia, Dibrugarh – 786610 (Second Cycle)",Assam,2.4,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,315,"Nanda Nath Saikia College, Titabar, Jorhat – 785630 (Second Cycle)",Assam,2.65,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316,"Nehru College, Cachar, Pailapool – 788098 (Second Cycle)",Assam,1.71,C,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,317,"North Gauhati College, P. O. College Nagar, Guwahati – 781031 (Second Cycle)",Assam,2.29,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,318,"Nowgong Girls' College, Nagaon, 782002 (Second Cycle)",Assam,3.01,A,30-04-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,319,"Pramathesh Barua College, Gauripur, Dhubri – 783331 (Second Cycle)",Assam,2.42,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,320,"Pub-Kamrup College, Kamrup, 781381 (Second Cycle)",Assam,2.67,B,10-05-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,321,"Purbanchal College, Silapathar, Dhemaji – 787059 (First Cycle)",Assam,2.02,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,322,"Radha Govinda Baruah College, Guwahati – 781025 (Second Cycle)",Assam,2.68,B,10-07-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,323,"Radhamadhab College, Silchar – 788006 (Second Cycle)",Assam,2.37,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,324,"Raha College, Nagaon, Raha – 782103 (Second Cycle)",Assam,2.03,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,325,"Rupahi College, Rupahi, Nagaon – 782125 (Second Cycle)",Assam,2.63,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,326,"S. B. Deorah College, Ulubari, Guwahati – 781007 (Second Cycle)",Assam,2.46,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,327,"Sapatgram College, Dhubri, Sapatgram – 783337 (Second Cycle)",Assam,2.52,B,18-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328,"Saraighat College, Kamrup – 781101(Second Cycle)",Assam,2.43,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,329,"Science College, Kokrajpur – 783370 (First Cycle)",Assam,2.54,B,24-05-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,330,"Sibsagar Commerce College, Dist. Sivasagar, 785640 (Second Cycle)",Assam,2.51,B,30-04-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,331,"Silapathar College, Dhemaji, Silapathar – 787059 (Second Cycle)",Assam,2.62,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,332,"Sonapur College, Sonapur, Guwahati, 782402 (Second Cycle)",Assam,2.58,B,24-06-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,333,"Sualkuchi Budram Madhab Satradhikar College, Kamrup, Guwahati – 781103 (Second Cycle)",Assam,2.27,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,334,"Suren Das College, P.O. Hajo, Kamrup, 781102 (Second Cycle)",Assam,2.02,B,24-06-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,335,"Swahid Peoli Phukan College, Sivasagar, 785684 (Second Cycle)",Assam,2.5,B,30-04-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,336,"Teok - C. K. B. College, Dist. Jorhat, Teok – 785112 (Second Cycle)",Assam,2.59,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,337,"Tingkhong College, Dibrugarh – 786612 (Second Cycle)",Assam,2.03,B,14-11-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,338,"Amguri College, Sibsagar – 785680 
(Second Cycle)
",Assam,2.55,B+,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,339,"B. H. B. College, Barpeta, Sarupeta – 781318 (Second Cycle)",Assam,2.78,B++,01-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,340,"Bajali College, Pathsala, Barpeta – 781325 (Second Cycle)  ",Assam,3.05,A,22-01-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,341,"Baosi Banikanta Kakati College, Nagaon, Barpeta – 781311 (Second Cycle)",Assam,2.77,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,342,"Bapujee College, Sarukshetri, Sarthebari, Barpeta – 781307 (Second Cycle)",Assam,2.16,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,343,"Barpeta Girls' College, Barpeta – 781301 (Second Cycle)",Assam,2.22,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,344,"Bholanath College, Dhubri – 783324 
(Third Cycle)
",Assam,2.62,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,345,"Bijni College, Chirang, Bijni – 783390 (Second Cycle)",Assam,2.55,B+,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,346,"Bikali College, Dhupdhara, Gioalpara – 783123 (Third Cycle)",Assam,2.36,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,347,"Chandra Kamal Bezbaruah Commerce College, Jorhat – 785001 (Second Cycle)",Assam,2.54,B+,15-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,348,"Cotton College, Guwahati – 781001
(Third Cycle)
",Assam,3.76,A++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349,"Dakshin Kamrup Girls’ College, Kamrup – 781125 (Second Cycle)",Assam,2.34,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,"Demow College, Demow, Sivasagar, Sibsagar – 785662 (Second Cycle)",Assam,2.36,B,08-06-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,351,"Dhakuakhana College, North Lakhimpur – 787055 (Second Cycle)",Assam,2.32,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,352,"Dhing College, Dhing, Nagaon -782123 (Second Cycle)",Assam,2.82,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,353,"Dibru College, Boiragimoth, Dibrugarh – 786003 (Second Cycle)",Assam,3.09,A,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,354,"Dibrugarh H. S. Kanoi College, K. C. Gogoi Path, Dibrugarh – 786001 (Second Cycle)",Assam,2.85,B++,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,355,"G. L. Choudhury College, Barpeta – 781315 
(First Cycle)
",Assam,2.26,B,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,356,"Gurucharan College, Silchar – 788004 (Second Cycle)",Assam,3.11,A,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,357,"Habraghat Mahavidyalaya, Goalpara – 783126 (Second Cycle)",Assam,2.09,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,358,"Hem Chandra Dev Goswami College, Nitaipukhuri, Sivasagar – 785671 (Second Cycle)",Assam,2.06,B,21-02-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,359,"Jagiroad College, Morigaon , Jagiroad – 782410 (Second Cycle)",Assam,2.71,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,360,"Jengraimukh College, Jorhat – 785105 (Second Cycle)",Assam,1.62,C,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,361,"Jorhat Kendriya Mahavidyalaya, Jorhat – 785010 (Second Cycle)",Assam,2.78,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,362,"Kakojan College, Jorhat – 785107 
(Second Cycle)
",Assam,2.54,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,363,"Kamrup College, Nalbari – 781306 
(Second Cycle)
",Assam,3.04,A,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,364,"Khagarijan College, Chotahaibor, Nagaon Sadar, Nagaon – 782003 (Second Cycle)",Assam,2.19,B,21-02-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,365,"Kherajkhat College, Deotola, North Lakhimpur – 787033 (First Cycle)",Assam,1.87,C,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,366,"L. T. K. College, North Lakhimpur – 787031 (Second Cycle)",Assam,2.52,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,367,"Madhab Chandra Das College, Sonaimukh, Silchar – 788119 (Second Cycle)",Assam,2.01,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,368,"Madhya Kamrup College, Barpeta – 781305 (Second Cycle)",Assam,2.4,B,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,369,"Mahendra Narayan Choudhury Balika Mahavidyalaya, Nalbari – 781335 (Second Cycle)",Assam,3.02,A,01-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,370,"Mankachar College, Dhubri – 783131 (Second Cycle)",Assam,2.57,B+,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371,"Mariani College, Mariani, Jorhat – 785634 (Second Cycle)",Assam,2.53,B+,08-06-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,372,"Moirabari College, Marigaon – 782126 (Second Cycle)",Assam,2.77,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,373,"Nagaon G. N. D. G. Commerce College, Nagaon – 782001 (Second Cycle)",Assam,2.81,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,374,"Nalbari Commerce College, Nalbari – 781335 (Second Cycle)",Assam,3.1,A,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,375,"Nirmal Haloi College, Patacharkuchi, Barpeta – 781326 (Second Cycle)",Assam,2.33,B,01-12-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,376,"North Bank College, Ghilamara, North Lakhimpur – 787053 (Second Cycle)",Assam,2.51,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,377,"North Kamrup College, Baghmara, Barpeta – 781328 (Second Cycle) ",Assam,2.52,B+,21-02-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,378,"Panigaon Omprakash Dinodia College, North Lakhimpur – 787052  (Second Cycle)",Assam,2.37,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,379,"Rangachahi College, Majuli, Jorhat – 785104 (Second Cycle)",Assam,2.3,B,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,380,"Ratnapith College, Chapar, Dhubri – 783371(Second Cycle)  ",Assam,2.51,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,381,"Sibsagar College, Joysagar, Sivasagar, Sibsagar – 785665 (Second Cycle) ",Assam,3.13,A,27-03-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,382,"Sipajhar College, Mangaldoi – 784145 (Second Cycle)",Assam,2.52,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,383,"Tengakhat College, Dibrugarh - 786103 (Second Cycle)",Assam,2.87,B++,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,384,"Tihu College, Nalbari – 781371 
(Second Cycle)
",Assam,2.52,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,385,"Tinsukia College, Tinsukia – 786125 (Second Cycle)",Assam,2.55,B+,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,386,"Tinsukia Commerce College, Sripuria, Tinsukia – 786145 (Second Cycle)",Assam,2.1,B,01-05-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,"Udalguri College, Udalguri – 784509 (Second Cycle)",Assam,2.05,B,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,388,"West Goalpara College, Ambari, Balarbhita, Goalpara – 783129 (Second Cycle)",Assam,2.52,B+,04-11-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,"Women’s College, Durgabari, Tinsukia – 786125 
(Second Cycle)
",Assam,2.87,B++,29-10-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,390,"Chaiduar College, Gohpur, Biswanath (Sonitpur) – 784168 
(Third Cycle)
",Assam,2.82,B++,26-11-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,391,Digboi Mahila Mahavidyalaya (Second Cycle),Assam,2.29,B,02-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,392,Madhabdev College (Second Cycle),Assam,2.48,B,02-07-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,393,"Mangaldai College ,Upahupara, Mangaldai ,Darrang - 784125 (Second Cycle)",Assam,1.96,C,25-09-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,394,"D. H. S. K. Commerce College,K.C. Gogoi Path ,Dibrugarh - 786001 (Second Cycle)",Assam,2.48,B,25-09-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
